name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Burnley,2021-08-29,15.9,10.8,13.5,15.9,10.8,13.5,10.3,81.9,0.015,100,4.17,rain,0,0,27.7,15.7,29.9,1027.8,81.1,32.3,117,9.8,4,,2021-08-29T06:12:27,2021-08-29T20:06:06,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-08-30,16,11.8,13.4,16,11.8,13.4,10.4,82,0.022,100,4.17,rain,0,0,32.8,16.5,39.2,1029.2,92,43.5,110.4,9.6,3,,2021-08-30T06:14:13,2021-08-30T20:03:43,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-08-31,15.3,10.8,12.7,15.3,10.8,12.7,10.1,84.2,0.241,100,25,rain,0,0,31,16.3,31.8,1032.7,87.5,32.6,115,9.7,3,,2021-08-31T06:15:59,2021-08-31T20:01:20,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-01,16.3,10.6,13,16.3,10.6,13,10.5,84.9,0.432,100,16.67,rain,0,0,34.3,15.7,31.3,1034,87.1,20.9,129.3,11,7,,2021-09-01T06:17:45,2021-09-01T19:58:57,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-02,18.8,11.8,14.4,18.8,11.8,14.4,10.8,79.9,0.126,100,8.33,rain,0,0,31.7,15,59.8,1031,86.7,23.9,158.3,13.5,5,,2021-09-02T06:19:31,2021-09-02T19:56:33,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-03,14.6,12.1,13.2,14.6,12.1,13.2,10.5,84.1,0.031,100,4.17,rain,0,0,26.6,13,77.3,1025,98.8,17.1,70.2,6.2,1,,2021-09-03T06:21:17,2021-09-03T19:54:08,0.88,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-04,15.9,11.5,13.5,15.9,11.5,13.5,10.7,83.3,0.189,100,4.17,rain,0,0,26.6,12.4,98.4,1020.8,90.9,16,77.8,6.7,2,,2021-09-04T06:23:02,2021-09-04T19:51:43,0.92,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-05,21.3,11.8,16.1,21.3,11.8,16.1,12.1,78.9,0,0,0,,0,0,28.4,14.4,131.7,1021.4,59.2,17.5,218.5,18.7,6,,2021-09-05T06:24:48,2021-09-05T19:49:17,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-06,22.2,14.2,17.6,22.2,14.2,17.6,14.7,83.9,0.054,100,4.17,rain,0,0,23,11.1,278.5,1022.7,69.4,7.7,168.8,14.7,5,,2021-09-06T06:26:34,2021-09-06T19:46:51,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-07,26.5,13.4,19.5,26.5,13.4,19.5,15.2,78.4,0,0,0,,0,0,19.8,9.3,152.1,1020.7,23.5,13.3,214,18.7,6,,2021-09-07T06:28:20,2021-09-07T19:44:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
