name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Newcastle Upon Tyne,2022-01-05,3.8,-3,1.1,0.2,-6,-3.5,-2.6,77.2,0.165,100,4.17,rain,0,0,42,34.3,279.6,1010.4,11.5,14.1,25.5,2.2,2,,2022-01-05T08:29:53,2022-01-05T15:54:08,0.09,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-06,4.7,-5.8,0.4,1,-5.8,-2.4,-1.8,85.2,0.518,100,29.17,"rain,snow",0,0.2,36,26.3,197.7,1007,45,13.2,7.3,0.7,0,,2022-01-06T08:29:23,2022-01-06T15:55:33,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-07,3.9,0,1.8,-1.4,-4.8,-2.8,-0.4,85.5,0.19,100,4.17,"rain,snow",0,0,38.7,30.6,260.1,1001.6,38.8,15,25.1,2.1,2,,2022-01-07T08:28:49,2022-01-07T15:57:00,0.16,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-08,6.9,0,3.4,3.7,-2.7,0.1,1.9,90.1,1.008,100,45.83,rain,0,0,37.4,22.8,232.4,993.1,54.4,12,11,0.9,1,,2022-01-08T08:28:11,2022-01-08T15:58:29,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-09,5.9,1.9,4.3,4,-3,1,2.5,88,0.054,100,8.33,rain,0,0,35.1,35.4,261.8,996,56.9,13,18.3,1.6,1,,2022-01-09T08:27:30,2022-01-09T16:00:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-10,9.8,3.1,6.1,8,2.9,5,4.8,91.6,0.181,100,8.33,rain,0,0,22,13.9,176.3,1012.5,51,13.9,14.7,1.2,1,10,2022-01-10T08:26:45,2022-01-10T16:01:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-11,9.8,2,5.1,7.2,-0.6,2.9,3.4,89,0.016,100,4.17,rain,0,0,31.7,19.2,253.7,1027.2,15.2,11.6,31.1,2.8,1,10,2022-01-11T08:25:57,2022-01-11T16:03:14,0.29,Rain,Clear conditions throughout the day with early morning rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-12,9,4.9,7.6,5.9,1.8,4.2,5.2,84.7,0.184,100,8.33,rain,0,0,44.4,32.9,260.5,1035.4,35.4,13.2,32.4,2.7,2,10,2022-01-12T08:25:05,2022-01-12T16:04:53,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D5933"
Newcastle Upon Tyne,2022-01-13,7.8,5,6.6,5.1,0.6,2.8,3.5,80.9,0,0,0,,0,0,51.4,36.2,263.7,1035.7,53,13.6,36.9,3.3,2,10,2022-01-13T08:24:10,2022-01-13T16:06:35,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-14,7,-1.6,4.4,6,-1.6,2.2,3.3,92.7,0,0,0,,0,0,35.5,23.1,260.6,1033.6,28.3,10.4,33.5,2.8,2,10,2022-01-14T08:23:11,2022-01-14T16:08:19,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D5933"
Newcastle Upon Tyne,2022-01-15,3.1,-0.9,1.8,3.1,-2.8,1,1.4,97.8,0.019,100,4.17,rain,0,0,17.2,12.5,249.2,1023,68.4,7.1,22.2,2.1,1,10,2022-01-15T08:22:09,2022-01-15T16:10:04,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-16,7.8,3.8,5,6.2,-1,2,2.7,84.9,0.231,100,12.5,rain,0,0,40.1,26.3,270.4,1022.9,37.2,11.4,24.9,2.3,1,10,2022-01-16T08:21:04,2022-01-16T16:11:52,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,AT455,03238099999"
Newcastle Upon Tyne,2022-01-17,6.9,2.2,4.7,3.6,-1.1,0.8,2.9,88.5,0,0,0,,0,0,44.7,28.7,267.7,1034.4,21.4,12.7,38.1,3.3,2,10,2022-01-17T08:19:56,2022-01-17T16:13:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D5933"
Newcastle Upon Tyne,2022-01-18,6.9,0,3.8,6,-3.7,1,2.2,89.9,0.228,100,16.67,rain,0,0,38.1,19.2,238.7,1031.9,38.3,10.2,30,2.5,2,10,2022-01-18T08:18:44,2022-01-18T16:15:32,0.52,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-19,8.9,3.7,6.4,5.3,-0.5,2.9,2.9,78.5,0.344,100,29.17,rain,0,0,53.3,28.5,270.8,1022.6,32,15.3,41,3.5,2,10,2022-01-19T08:17:30,2022-01-19T16:17:25,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-20,5.8,-0.9,2.5,2.6,-3.8,-1,-2.3,71.6,0.019,100,4.17,"rain,snow",0,0,26.9,21.4,303.6,1035.6,52.3,14.3,43.3,3.8,2,10,2022-01-20T08:16:12,2022-01-20T16:19:19,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D5933"
Newcastle Upon Tyne,2022-01-21,7,-0.9,3.7,3.3,-4.6,-0.1,1.8,87.6,0.181,100,4.17,rain,0,0,53.7,28.4,270,1035.2,27.7,19.9,39.9,3.4,2,10,2022-01-21T08:14:52,2022-01-21T16:21:15,0.62,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-22,7.9,4.6,6.2,5.1,1,3.1,4.4,88.2,0,0,0,,0,0,35,22,266.1,1033.5,57.7,19.2,21.9,1.9,2,10,2022-01-22T08:13:29,2022-01-22T16:23:12,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-23,7.9,1.5,5.3,6,-0.3,3.3,2.7,84,0,0,0,,0,0,30.1,16.6,239.3,1031.1,72.2,15,23.6,1.9,1,10,2022-01-23T08:12:03,2022-01-23T16:25:10,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-24,7.9,1.8,5.1,5.9,-0.3,3,2.9,86.1,0,0,0,,0,0,29.7,21.7,253.6,1031,37.4,10.5,42.8,3.7,2,10,2022-01-24T08:10:35,2022-01-24T16:27:09,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-25,4.9,-0.1,2.8,2,-2.6,-0.2,1.7,92.4,0.183,100,8.33,"rain,snow",0,0,31.5,23,259.2,1031.1,58.3,7.4,20.7,1.8,1,10,2022-01-25T08:09:04,2022-01-25T16:29:09,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-26,9,4.1,7.1,5.8,0,3.4,4.8,85.1,2.062,100,16.67,rain,0,0,50.5,33.3,251.7,1023.9,65.1,13,38.1,3.3,2,10,2022-01-26T08:07:30,2022-01-26T16:31:10,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D5933"
Newcastle Upon Tyne,2022-01-27,9.9,2.1,6.9,6.4,-0.1,3.6,3.8,81.3,0.542,100,12.5,rain,0,0,59.4,32.1,273.1,1022.2,43.3,16.3,49.6,4.2,3,10,2022-01-27T08:05:54,2022-01-27T16:33:12,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-28,10,1,6.3,6.9,0.4,3.7,4.2,87,0.165,100,4.17,"rain,snow",0,0,50.2,35,249.9,1026.5,54.6,15.4,23.8,2,2,10,2022-01-28T08:04:16,2022-01-28T16:35:14,0.87,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,AT455,03238099999,D1436"
Newcastle Upon Tyne,2022-01-29,11.8,2.8,8.7,11.8,-1.5,6,3.4,69.7,0.032,100,8.33,rain,0,0,90.3,75.1,271.3,1017.7,47.8,13.2,48.5,4.2,3,10,2022-01-29T08:02:35,2022-01-29T16:37:17,0.9,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-30,7.9,1,4.2,5.7,-2.8,1,0.9,79.6,1.088,100,16.67,rain,0,0,65.2,44.9,249,1023.1,45.9,14.5,38,3.2,3,10,2022-01-30T08:00:52,2022-01-30T16:39:21,0.94,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-01-31,6.9,2,4.7,3.7,-3.2,0.3,-0.8,68.4,0,0,0,rain,0,0,70.1,41.8,281.6,1018,18.9,14.9,54.1,4.6,3,10,2022-01-31T07:59:06,2022-01-31T16:41:26,0.97,Clear,Clear conditions throughout the day.,clear-day,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-01,11,6.9,9,11,3.5,5.8,4.7,75.2,0.019,100,4.17,rain,0,0,65.8,40.4,273.4,1012.7,52.5,12.8,48.1,4.2,2,10,2022-02-01T07:57:19,2022-02-01T16:43:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-02,10.8,7.9,9.1,10.8,3.8,6.2,7.1,87.2,0.165,100,4.17,rain,0,0,40.6,30.7,264.8,1015.5,64.1,14.2,23.3,2.1,1,10,2022-02-02T07:55:29,2022-02-02T16:45:36,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-03,10.9,6.8,9,10.9,2.6,6.5,5.5,79,0.08,100,20.83,rain,0,0,49.2,28.9,237.5,1005.1,73.6,15.3,28.1,2.3,2,10,2022-02-03T07:53:38,2022-02-03T16:47:42,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-04,5.9,1.9,3.6,1.6,-4,-1.3,0.3,79.2,0.019,100,4.17,rain,0,0,54.7,42,264.4,1003.9,23.9,15.5,56,4.8,3,10,2022-02-04T07:51:44,2022-02-04T16:49:48,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-05,8.8,2,5.7,4.2,-4,1.2,3,82.7,4.605,100,66.67,rain,0,0,73.3,52.2,253.6,1004.1,60.7,12.6,34.3,2.9,2,10,2022-02-05T07:49:49,2022-02-05T16:51:54,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-06,5.9,1,3.6,1.8,-4,-1.4,1,83.2,3.899,100,45.83,"rain,snow",0,0,60.4,37.9,267.9,997.9,45.8,13.4,38.8,3.4,2,10,2022-02-06T07:47:52,2022-02-06T16:54:01,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D5933"
Newcastle Upon Tyne,2022-02-07,10.9,0.1,5.6,10.9,-4.9,2.7,2.1,78.2,0.015,100,4.17,rain,0,0,54.4,35.6,246.2,1016.7,33.5,14,54.9,4.6,3,10,2022-02-07T07:45:53,2022-02-07T16:56:07,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-08,11.9,6.9,8.8,11.9,4.4,6.8,5.7,81.1,0,0,0,rain,0,0,69.1,48,255,1015.4,70.8,15,23.5,2,1,10,2022-02-08T07:43:52,2022-02-08T16:58:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-09,7.9,2.8,5.8,4.4,-0.8,1.6,1.2,73,0,0,0,,0,0,56.4,42.4,257.7,1016,28.1,16,64.3,5.4,3,10,2022-02-09T07:41:50,2022-02-09T17:00:20,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-10,6.9,0.2,3.8,1.8,-3.2,-0.9,-0.3,75,0.2,100,12.5,"rain,snow",0,0,83.5,54.2,261.4,1015.4,32.6,16.7,62.8,5.4,3,10,2022-02-10T07:39:46,2022-02-10T17:02:27,0.3,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-11,7,-4.9,1.8,4.6,-5.5,-0.6,-2.3,75.5,0,0,0,,0,0,30.1,20.4,211.8,1026.5,13.6,14.9,54.7,4.7,3,10,2022-02-11T07:37:41,2022-02-11T17:04:34,0.33,Clear,Clear conditions throughout the day.,clear-day,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-12,8.9,4.9,6.9,6,0.7,3.3,2.9,75.7,1.378,100,75,rain,0,0,57.7,34.9,204.9,1008.2,60,15.9,32.9,2.8,2,10,2022-02-12T07:35:34,2022-02-12T17:06:41,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-13,8.9,5.8,7.4,7,3.9,5.5,5.6,88.7,4.203,100,54.17,rain,0,0,44.6,19.8,179.6,992.2,79.7,12.5,14.3,1.3,1,10,2022-02-13T07:33:25,2022-02-13T17:08:47,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-14,7.9,3.9,5.9,5.1,1.4,3.1,3.9,87,5.543,100,50,rain,0,0,31.2,25.3,304.6,992.6,82.4,14.7,23.5,1.9,1,10,2022-02-14T07:31:15,2022-02-14T17:10:54,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-15,7.9,1.8,4.8,4.2,-1.1,1.4,1.9,81.6,1.893,100,58.33,rain,0,0,49.5,38.4,239.3,996.5,54,13.3,70.4,6,4,10,2022-02-15T07:29:04,2022-02-15T17:13:00,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-16,12.8,5,9,12.8,0.8,6.4,5.5,79.5,7.994,100,66.67,rain,0,0,81.6,60,250.4,980.8,73.3,12.8,37.1,3.3,2,10,2022-02-16T07:26:52,2022-02-16T17:15:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-17,6.9,2.9,4.8,1.8,-2.3,-0.2,0.6,74.6,0.813,100,16.67,rain,0,0,70.9,49.2,261.9,997.6,32.4,16,71.8,6.2,3,10,2022-02-17T07:24:38,2022-02-17T17:17:12,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-18,5.9,0.9,3.2,1.9,-4.2,-1.4,1.3,87.3,8.534,100,66.67,"rain,snow",1.1,0.1,81.2,52.1,251.8,985.5,67.3,15.5,50.4,4.4,2,10,2022-02-18T07:22:23,2022-02-18T17:19:18,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-19,5.9,1.9,3.5,3.5,-4.5,-0.4,0.4,80,0.371,100,12.5,"rain,snow",0,0,53.9,38.5,256.9,1001,41.6,13.9,40.3,3.4,2,10,2022-02-19T07:20:07,2022-02-19T17:21:23,0.6,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D5933"
Newcastle Upon Tyne,2022-02-20,11.8,1.4,7,11.8,-5.2,3.8,4.7,85.3,17.544,100,91.67,"rain,snow",0,0,71.3,47,251.8,987.4,68.8,12.8,33.3,2.8,2,10,2022-02-20T07:17:50,2022-02-20T17:23:28,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-21,9.9,1.9,6,6.5,-4.8,1.9,1.9,76.1,7.812,100,37.5,"rain,snow",0,0.1,74.2,51.1,282.1,999.2,53.5,15.4,78.8,6.8,4,10,2022-02-21T07:15:32,2022-02-21T17:25:33,0.67,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-22,9.8,3,6.7,7.9,-0.3,2.9,2.8,76.7,3.099,100,37.5,rain,0,0,63.5,43,257,1008.6,38.4,14,94.7,8.2,4,10,2022-02-22T07:13:13,2022-02-22T17:27:38,0.71,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-23,10,2.3,7,10,-1.3,2.9,2.5,74,3.444,100,41.67,rain,0,0,74.3,44.5,241.8,1007,28.3,15.3,74.3,6.4,4,10,2022-02-23T07:10:53,2022-02-23T17:29:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D1436"
Newcastle Upon Tyne,2022-02-24,4.9,0.5,2.8,-0.7,-3.1,-2.1,-1,76.5,1.444,100,20.83,"rain,snow",0,0,63.2,45.8,258.1,1001,26.5,17.6,90,7.7,4,10,2022-02-24T07:08:31,2022-02-24T17:31:46,0.78,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-25,9,2,5,6.8,-3.3,1.2,0.5,73.7,0,0,0,,0,0,49.7,37.3,260.1,1019.2,16.9,17,108.8,9.4,5,10,2022-02-25T07:06:09,2022-02-25T17:33:50,0.81,Clear,Clear conditions throughout the day.,clear-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-26,11,3.8,6.9,11,1.4,4.8,1.7,69.9,0,0,0,,0,0,45.4,25.9,186.1,1023.3,23.8,15.2,94.1,8.1,5,10,2022-02-26T07:03:47,2022-02-26T17:35:54,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-27,7.9,1,4.8,5,-2.8,1.7,-0.7,68.2,0,0,0,,0,0,37.7,24.4,167,1020.1,4.3,14.6,116.3,9.9,5,10,2022-02-27T07:01:23,2022-02-27T17:37:57,0.88,Clear,Clear conditions throughout the day.,clear-day,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-02-28,9.9,3.9,6.1,8.5,0.3,3.8,3.9,86.1,2.668,100,25,rain,0,0,34.3,22.5,201.2,1018.3,48.8,13.2,35.3,3,2,10,2022-02-28T06:58:58,2022-02-28T17:40:00,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D1436,D5933"
Newcastle Upon Tyne,2022-03-01,8.9,-2.4,2.6,8.2,-4.7,1.4,0,84.5,0.181,100,8.33,rain,0,0,18.4,12.5,294.9,1029.2,7.8,11.7,120.1,10.4,5,10,2022-03-01T06:56:33,2022-03-01T17:42:02,0.96,Rain,Clear conditions throughout the day with morning rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-03-02,5.9,-2.5,3.7,2.9,-2.5,1.1,2.8,93.6,1.291,100,37.5,rain,0,0,36.9,20,116.8,1022.2,92.4,7.9,9.9,0.8,0,10,2022-03-02T06:54:07,2022-03-02T17:44:05,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999,AS567"
Newcastle Upon Tyne,2022-03-03,6.9,4.9,5.7,6.9,2.2,4.8,3.7,87.1,5.168,100,75,rain,0,0,31.1,13.1,148,1015,90.5,4.9,29.3,2.6,1,10,2022-03-03T06:51:41,2022-03-03T17:46:07,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,D1436"
Newcastle Upon Tyne,2022-03-04,5.9,1.2,4.6,5,-1.6,2.1,3.6,93.4,9.303,100,58.33,rain,0,0,21,15.8,309.4,1019.4,83.5,12.6,34.2,3,1,10,2022-03-04T06:49:13,2022-03-04T17:48:08,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999,AS567"
Newcastle Upon Tyne,2022-03-05,7,0.2,3.8,3.2,-2.5,0.2,0.8,81.3,0.035,100,8.33,"rain,snow",0,0,35.4,29.7,346.5,1028.2,29.5,15.3,103.2,8.8,6,10,2022-03-05T06:46:46,2022-03-05T17:50:10,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-03-06,8.8,-1.9,2.8,7.6,-2.3,1.7,0.6,86.9,0.181,100,4.17,rain,0,0,16.6,10.3,30.1,1032.1,50.5,12.7,120.3,10.3,4,10,2022-03-06T06:44:17,2022-03-06T17:52:11,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-03-07,6.9,-5.7,1.5,4.7,-5.7,0,-1.4,82.4,0.034,100,8.33,rain,0,0,29.4,15.2,154.2,1025.7,30.4,13,84.5,7.4,5,10,2022-03-07T06:41:48,2022-03-07T17:54:11,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-03-08,8.8,1.7,5.3,6.4,-2.3,2.1,-0.9,64.9,0,0,0,,0,0,47.2,24.5,155.8,1012.5,24.7,11.6,118,10,5,10,2022-03-08T06:39:19,2022-03-08T17:56:12,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-03-09,11.9,3.8,8.1,11.9,0.3,6.2,2.5,68.8,0.077,100,16.67,rain,0,0,43.6,23.1,175.9,1010.4,29.6,10.9,92.7,8.1,4,10,2022-03-09T06:36:49,2022-03-09T17:58:12,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-03-10,13.8,7.6,10.3,13.8,4.7,9.4,4.7,69.3,0.092,100,4.17,rain,0,0,40.5,25,168.9,1011.6,40,13.2,81.5,7,3,10,2022-03-10T06:34:19,2022-03-10T18:00:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03243399999,03275099999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-03-11,12,7.6,9.4,12,4.2,7.9,5.8,78.5,0.766,100,25,rain,0,0,46.8,22.7,129.6,1002,55.3,9,78.9,6.9,5,10,2022-03-11T06:31:48,2022-03-11T18:02:12,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
Newcastle Upon Tyne,2022-03-12,12,7.1,8.9,12,4.4,7.1,4,72.6,0.718,100,25,rain,0,0,43.9,27.7,174.9,1002.3,67.8,17.2,84,7.3,4,10,2022-03-12T06:29:17,2022-03-12T18:04:11,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
